unicode,gardiner,translit,english
X16B7,SYN-16B7,,
X16B8,SYN-16B8,,
X16B9,SYN-16B9,,
X16BA,SYN-16BA,,
X16BB,SYN-16BB,,
X16BC,SYN-16BC,,
X16BD,SYN-16BD,,
X16BE,SYN-16BE,,
X16BF,SYN-16BF,,
X16C0,SYN-16C0,,
X16C1,SYN-16C1,,
X16C2,SYN-16C2,,
X16C3,SYN-16C3,,
X16C4,SYN-16C4,,
X16C5,SYN-16C5,,
X16C6,SYN-16C6,,
X16C7,SYN-16C7,,
X16C8,SYN-16C8,,
X16C9,SYN-16C9,,
X16CA,SYN-16CA,,
X16CB,SYN-16CB,,
X16CC,SYN-16CC,,
X16CD,SYN-16CD,,
X16CE,SYN-16CE,,
X16CF,SYN-16CF,,
X16D0,SYN-16D0,,
X16D1,SYN-16D1,,
X16D2,SYN-16D2,,
X16D3,SYN-16D3,,
X16D4,SYN-16D4,,
X16D5,SYN-16D5,,
X16D6,SYN-16D6,,
X16D7,SYN-16D7,,
X16D8,SYN-16D8,,
X16D9,SYN-16D9,,
X16DA,SYN-16DA,,
X16DB,SYN-16DB,,
X16DC,SYN-16DC,,
X16DD,SYN-16DD,,
X16DE,SYN-16DE,,
X16DF,SYN-16DF,,
X16E0,SYN-16E0,,
X16E1,SYN-16E1,,
X16E2,SYN-16E2,,
X16E3,SYN-16E3,,
X16E4,SYN-16E4,,
X16E5,SYN-16E5,,
X16E6,SYN-16E6,,
X16E7,SYN-16E7,,
X16E8,SYN-16E8,,
X16E9,SYN-16E9,,
X16EA,SYN-16EA,,
X16EB,SYN-16EB,,
X16EC,SYN-16EC,,
X16ED,SYN-16ED,,
X16EE,SYN-16EE,,
X16EF,SYN-16EF,,
X16F0,SYN-16F0,,
X16F1,SYN-16F1,,
X16F2,SYN-16F2,,
X16F3,SYN-16F3,,
X16F4,SYN-16F4,,
X16F5,SYN-16F5,,
X16F6,SYN-16F6,,
X16F7,SYN-16F7,,
X16F8,SYN-16F8,,
X16F9,SYN-16F9,,
X16FA,SYN-16FA,,
X16FB,SYN-16FB,,
X16FC,SYN-16FC,,
X16FD,SYN-16FD,,
X16FE,SYN-16FE,,
X16FF,SYN-16FF,,
X1700,SYN-1700,,
X1701,SYN-1701,,
X1702,SYN-1702,,
X1703,SYN-1703,,
X1704,SYN-1704,,
X1705,SYN-1705,,
X1706,SYN-1706,,
X1707,SYN-1707,,
X1708,SYN-1708,,
X1709,SYN-1709,,
X170A,SYN-170A,,
X170B,SYN-170B,,
X170C,SYN-170C,,
X170D,SYN-170D,,
X170E,SYN-170E,,
X170F,SYN-170F,,
X1710,SYN-1710,,
X1711,SYN-1711,,
X1712,SYN-1712,,
X1713,SYN-1713,,
X1714,SYN-1714,,
X1715,SYN-1715,,
X1716,SYN-1716,,
X1717,SYN-1717,,
X1718,SYN-1718,,
X1719,SYN-1719,,
X171A,SYN-171A,,
X171B,SYN-171B,,
X171C,SYN-171C,,
X171D,SYN-171D,,
X171E,SYN-171E,,
X171F,SYN-171F,,
X1720,SYN-1720,,
X1721,SYN-1721,,
X1722,SYN-1722,,
X1723,SYN-1723,,
X1724,SYN-1724,,
X1725,SYN-1725,,
X1726,SYN-1726,,
X1727,SYN-1727,,
X1728,SYN-1728,,
X1729,SYN-1729,,
X172A,SYN-172A,,
X172B,SYN-172B,,
X172C,SYN-172C,,
X172D,SYN-172D,,
X172E,SYN-172E,,
X172F,SYN-172F,,
X1730,SYN-1730,,
X1731,SYN-1731,,
X1732,SYN-1732,,
X1733,SYN-1733,,
X1734,SYN-1734,,
X1735,SYN-1735,,
X1736,SYN-1736,,
X1737,SYN-1737,,
X1738,SYN-1738,,
X1739,SYN-1739,,
X173A,SYN-173A,,
X173B,SYN-173B,,
X173C,SYN-173C,,
X173D,SYN-173D,,
X173E,SYN-173E,,
X173F,SYN-173F,,
X1740,SYN-1740,,
X1741,SYN-1741,,
X1742,SYN-1742,,
X1743,SYN-1743,,
X1744,SYN-1744,,
X1745,SYN-1745,,
X1746,SYN-1746,,
X1747,SYN-1747,,
X1748,SYN-1748,,
X1749,SYN-1749,,
X174A,SYN-174A,,
X174B,SYN-174B,,
X174C,SYN-174C,,
X174D,SYN-174D,,
X174E,SYN-174E,,
X174F,SYN-174F,,
X1750,SYN-1750,,
X1751,SYN-1751,,
X1752,SYN-1752,,
X1753,SYN-1753,,
X1754,SYN-1754,,
X1755,SYN-1755,,
X1756,SYN-1756,,
X1757,SYN-1757,,
X1758,SYN-1758,,
X1759,SYN-1759,,
X175A,SYN-175A,,
X175B,SYN-175B,,
X175C,SYN-175C,,
X175D,SYN-175D,,
X175E,SYN-175E,,
X175F,SYN-175F,,
X1760,SYN-1760,,
X1761,SYN-1761,,
X1762,SYN-1762,,
X1763,SYN-1763,,
X1764,SYN-1764,,
X1765,SYN-1765,,
X1766,SYN-1766,,
X1767,SYN-1767,,
X1768,SYN-1768,,
X1769,SYN-1769,,
X176A,SYN-176A,,
X176B,SYN-176B,,
X176C,SYN-176C,,
X176D,SYN-176D,,
X176E,SYN-176E,,
X176F,SYN-176F,,
X1770,SYN-1770,,
X1771,SYN-1771,,
X1772,SYN-1772,,
X1773,SYN-1773,,
X1774,SYN-1774,,
X1775,SYN-1775,,
X1776,SYN-1776,,
X1777,SYN-1777,,
X1778,SYN-1778,,
X1779,SYN-1779,,
X177A,SYN-177A,,
X177B,SYN-177B,,
X177C,SYN-177C,,
X177D,SYN-177D,,
X177E,SYN-177E,,
X177F,SYN-177F,,
X1780,SYN-1780,,
X1781,SYN-1781,,
X1782,SYN-1782,,
X1783,SYN-1783,,
X1784,SYN-1784,,
X1785,SYN-1785,,
X1786,SYN-1786,,
X1787,SYN-1787,,
X1788,SYN-1788,,
X1789,SYN-1789,,
X178A,SYN-178A,,
X178B,SYN-178B,,
X178C,SYN-178C,,
X178D,SYN-178D,,
X178E,SYN-178E,,
X178F,SYN-178F,,
X1790,SYN-1790,,
X1791,SYN-1791,,
X1792,SYN-1792,,
X1793,SYN-1793,,
X1794,SYN-1794,,
X1795,SYN-1795,,
X1796,SYN-1796,,
X1797,SYN-1797,,
X1798,SYN-1798,,
X1799,SYN-1799,,
X179A,SYN-179A,,
X179B,SYN-179B,,
X179C,SYN-179C,,
X179D,SYN-179D,,
X179E,SYN-179E,,
X179F,SYN-179F,,
X17A0,SYN-17A0,,
X17A1,SYN-17A1,,
X17A2,SYN-17A2,,
X17A3,SYN-17A3,,
X17A4,SYN-17A4,,
X17A5,SYN-17A5,,
X17A6,SYN-17A6,,
X17A7,SYN-17A7,,
X17A8,SYN-17A8,,
X17A9,SYN-17A9,,
X17AA,SYN-17AA,,
X17AB,SYN-17AB,,
X17AC,SYN-17AC,,
X17AD,SYN-17AD,,
X17AE,SYN-17AE,,
X17AF,SYN-17AF,,
X17B0,SYN-17B0,,
X17B1,SYN-17B1,,
X17B2,SYN-17B2,,
X17B3,SYN-17B3,,
X17B4,SYN-17B4,,
X17B5,SYN-17B5,,
X17B6,SYN-17B6,,
X17B7,SYN-17B7,,
X17B8,SYN-17B8,,
X17B9,SYN-17B9,,
X17BA,SYN-17BA,,
X17BB,SYN-17BB,,
X17BC,SYN-17BC,,
X17BD,SYN-17BD,,
X17BE,SYN-17BE,,
X17BF,SYN-17BF,,
X17C0,SYN-17C0,,
X17C1,SYN-17C1,,
X17C2,SYN-17C2,,
X17C3,SYN-17C3,,
X17C4,SYN-17C4,,
X17C5,SYN-17C5,,
X17C6,SYN-17C6,,
X17C7,SYN-17C7,,
X17C8,SYN-17C8,,
X17C9,SYN-17C9,,
X17CA,SYN-17CA,,
X17CB,SYN-17CB,,
X17CC,SYN-17CC,,
X17CD,SYN-17CD,,
X17CE,SYN-17CE,,
X17CF,SYN-17CF,,
X17D0,SYN-17D0,,
X17D1,SYN-17D1,,
X17D2,SYN-17D2,,
X17D3,SYN-17D3,,
X17D4,SYN-17D4,,
X17D5,SYN-17D5,,
X17D6,SYN-17D6,,
X17D7,SYN-17D7,,
X17D8,SYN-17D8,,
X17D9,SYN-17D9,,
X17DA,SYN-17DA,,
X17DB,SYN-17DB,,
X17DC,SYN-17DC,,
X17DD,SYN-17DD,,
X17DE,SYN-17DE,,
X17DF,SYN-17DF,,
X17E0,SYN-17E0,,
X17E1,SYN-17E1,,
X17E2,SYN-17E2,,
X17E3,SYN-17E3,,
X17E4,SYN-17E4,,
X17E5,SYN-17E5,,
X17E6,SYN-17E6,,
X17E7,SYN-17E7,,
X17E8,SYN-17E8,,
X17E9,SYN-17E9,,
X17EA,SYN-17EA,,
X17EB,SYN-17EB,,
X17EC,SYN-17EC,,
X17ED,SYN-17ED,,
X17EE,SYN-17EE,,
X17EF,SYN-17EF,,
X17F0,SYN-17F0,,
X17F1,SYN-17F1,,
X17F2,SYN-17F2,,
X17F3,SYN-17F3,,
X17F4,SYN-17F4,,
X17F5,SYN-17F5,,
X17F6,SYN-17F6,,
X17F7,SYN-17F7,,
X17F8,SYN-17F8,,
X17F9,SYN-17F9,,
X17FA,SYN-17FA,,
X17FB,SYN-17FB,,
X17FC,SYN-17FC,,
X17FD,SYN-17FD,,
X17FE,SYN-17FE,,
X17FF,SYN-17FF,,
X1800,SYN-1800,,
X1801,SYN-1801,,
X1802,SYN-1802,,
X1803,SYN-1803,,
X1804,SYN-1804,,
X1805,SYN-1805,,
X1806,SYN-1806,,
X1807,SYN-1807,,
X1808,SYN-1808,,
X1809,SYN-1809,,
X180A,SYN-180A,,
X180B,SYN-180B,,
X180C,SYN-180C,,
X180D,SYN-180D,,
X180E,SYN-180E,,
X180F,SYN-180F,,
X1810,SYN-1810,,
X1811,SYN-1811,,
X1812,SYN-1812,,
X1813,SYN-1813,,
X1814,SYN-1814,,
X1815,SYN-1815,,
X1816,SYN-1816,,
X1817,SYN-1817,,
X1818,SYN-1818,,
X1819,SYN-1819,,
X181A,SYN-181A,,
X181B,SYN-181B,,
X181C,SYN-181C,,
X181D,SYN-181D,,
X181E,SYN-181E,,
X181F,SYN-181F,,
X1820,SYN-1820,,
X1821,SYN-1821,,
X1822,SYN-1822,,
X1823,SYN-1823,,
X1824,SYN-1824,,
X1825,SYN-1825,,
X1826,SYN-1826,,
X1827,SYN-1827,,
X1828,SYN-1828,,
X1829,SYN-1829,,
X182A,SYN-182A,,
X182B,SYN-182B,,
X182C,SYN-182C,,
X182D,SYN-182D,,
X182E,SYN-182E,,
X182F,SYN-182F,,
X1830,SYN-1830,,
X1831,SYN-1831,,
X1832,SYN-1832,,
X1833,SYN-1833,,
X1834,SYN-1834,,
X1835,SYN-1835,,
X1836,SYN-1836,,
X1837,SYN-1837,,
X1838,SYN-1838,,
X1839,SYN-1839,,
X183A,SYN-183A,,
X183B,SYN-183B,,
X183C,SYN-183C,,
X183D,SYN-183D,,
X183E,SYN-183E,,
X183F,SYN-183F,,
X1840,SYN-1840,,
X1841,SYN-1841,,
X1842,SYN-1842,,
X1843,SYN-1843,,
X1844,SYN-1844,,
X1845,SYN-1845,,
X1846,SYN-1846,,
X1847,SYN-1847,,
X1848,SYN-1848,,
X1849,SYN-1849,,
X184A,SYN-184A,,
X184B,SYN-184B,,
X184C,SYN-184C,,
X184D,SYN-184D,,
X184E,SYN-184E,,
X184F,SYN-184F,,
X1850,SYN-1850,,
X1851,SYN-1851,,
X1852,SYN-1852,,
X1853,SYN-1853,,
X1854,SYN-1854,,
X1855,SYN-1855,,
X1856,SYN-1856,,
X1857,SYN-1857,,
X1858,SYN-1858,,
X1859,SYN-1859,,
X185A,SYN-185A,,
X185B,SYN-185B,,
X185C,SYN-185C,,
X185D,SYN-185D,,
X185E,SYN-185E,,
X185F,SYN-185F,,
X1860,SYN-1860,,
X1861,SYN-1861,,
X1862,SYN-1862,,
X1863,SYN-1863,,
X1864,SYN-1864,,
X1865,SYN-1865,,
X1866,SYN-1866,,
X1867,SYN-1867,,
X1868,SYN-1868,,
X1869,SYN-1869,,
X186A,SYN-186A,,
X186B,SYN-186B,,
X186C,SYN-186C,,
X186D,SYN-186D,,
X186E,SYN-186E,,
X186F,SYN-186F,,
X1870,SYN-1870,,
X1871,SYN-1871,,
X1872,SYN-1872,,
X1873,SYN-1873,,
X1874,SYN-1874,,
X1875,SYN-1875,,
X1876,SYN-1876,,
X1877,SYN-1877,,
X1878,SYN-1878,,
X1879,SYN-1879,,
X187A,SYN-187A,,
X187B,SYN-187B,,
X187C,SYN-187C,,
X187D,SYN-187D,,
X187E,SYN-187E,,
X187F,SYN-187F,,
X1880,SYN-1880,,
X1881,SYN-1881,,
X1882,SYN-1882,,
X1883,SYN-1883,,
X1884,SYN-1884,,
X1885,SYN-1885,,
X1886,SYN-1886,,
X1887,SYN-1887,,
X1888,SYN-1888,,
X1889,SYN-1889,,
X188A,SYN-188A,,
X188B,SYN-188B,,
X188C,SYN-188C,,
X188D,SYN-188D,,
X188E,SYN-188E,,
X188F,SYN-188F,,
X1890,SYN-1890,,
X1891,SYN-1891,,
X1892,SYN-1892,,
X1893,SYN-1893,,
X1894,SYN-1894,,
X1895,SYN-1895,,
X1896,SYN-1896,,
X1897,SYN-1897,,
X1898,SYN-1898,,
X1899,SYN-1899,,
X189A,SYN-189A,,
X189B,SYN-189B,,
X189C,SYN-189C,,
X189D,SYN-189D,,
X189E,SYN-189E,,
X189F,SYN-189F,,
X18A0,SYN-18A0,,
X18A1,SYN-18A1,,
X18A2,SYN-18A2,,
X18A3,SYN-18A3,,
X18A4,SYN-18A4,,
X18A5,SYN-18A5,,
X18A6,SYN-18A6,,
X18A7,SYN-18A7,,
X18A8,SYN-18A8,,
X18A9,SYN-18A9,,
X18AA,SYN-18AA,,
X18AB,SYN-18AB,,
X18AC,SYN-18AC,,
X18AD,SYN-18AD,,
X18AE,SYN-18AE,,
X18AF,SYN-18AF,,
X18B0,SYN-18B0,,
X18B1,SYN-18B1,,
X18B2,SYN-18B2,,
X18B3,SYN-18B3,,
X18B4,SYN-18B4,,
X18B5,SYN-18B5,,
X18B6,SYN-18B6,,
X18B7,SYN-18B7,,
X18B8,SYN-18B8,,
X18B9,SYN-18B9,,
X18BA,SYN-18BA,,
X18BB,SYN-18BB,,
X18BC,SYN-18BC,,
X18BD,SYN-18BD,,
X18BE,SYN-18BE,,
X18BF,SYN-18BF,,
X18C0,SYN-18C0,,
X18C1,SYN-18C1,,
X18C2,SYN-18C2,,
X18C3,SYN-18C3,,
X18C4,SYN-18C4,,
X18C5,SYN-18C5,,
X18C6,SYN-18C6,,
X18C7,SYN-18C7,,
X18C8,SYN-18C8,,
X18C9,SYN-18C9,,
X18CA,SYN-18CA,,
X18CB,SYN-18CB,,
X18CC,SYN-18CC,,
X18CD,SYN-18CD,,
X18CE,SYN-18CE,,
X18CF,SYN-18CF,,
X18D0,SYN-18D0,,
X18D1,SYN-18D1,,
X18D2,SYN-18D2,,
X18D3,SYN-18D3,,
X18D4,SYN-18D4,,
X18D5,SYN-18D5,,
X18D6,SYN-18D6,,
X18D7,SYN-18D7,,
X18D8,SYN-18D8,,
X18D9,SYN-18D9,,
X18DA,SYN-18DA,,
X18DB,SYN-18DB,,
X18DC,SYN-18DC,,
X18DD,SYN-18DD,,
X18DE,SYN-18DE,,
X18DF,SYN-18DF,,
X18E0,SYN-18E0,,
X18E1,SYN-18E1,,
X18E2,SYN-18E2,,
X18E3,SYN-18E3,,
X18E4,SYN-18E4,,
X18E5,SYN-18E5,,
X18E6,SYN-18E6,,
X18E7,SYN-18E7,,
X18E8,SYN-18E8,,
X18E9,SYN-18E9,,
X18EA,SYN-18EA,,
X18EB,SYN-18EB,,
X18EC,SYN-18EC,,
X18ED,SYN-18ED,,
X18EE,SYN-18EE,,
X18EF,SYN-18EF,,
X18F0,SYN-18F0,,
X18F1,SYN-18F1,,
X18F2,SYN-18F2,,
X18F3,SYN-18F3,,
X18F4,SYN-18F4,,
X18F5,SYN-18F5,,
X18F6,SYN-18F6,,
X18F7,SYN-18F7,,
X18F8,SYN-18F8,,
X18F9,SYN-18F9,,
X18FA,SYN-18FA,,
X18FB,SYN-18FB,,
X18FC,SYN-18FC,,
X18FD,SYN-18FD,,
X18FE,SYN-18FE,,
X18FF,SYN-18FF,,
X1900,SYN-1900,,
X1901,SYN-1901,,
X1902,SYN-1902,,
X1903,SYN-1903,,
X1904,SYN-1904,,
X1905,SYN-1905,,
X1906,SYN-1906,,
X1907,SYN-1907,,
X1908,SYN-1908,,
X1909,SYN-1909,,
X190A,SYN-190A,,
X190B,SYN-190B,,
X190C,SYN-190C,,
X190D,SYN-190D,,
X190E,SYN-190E,,
X190F,SYN-190F,,
X1910,SYN-1910,,
X1911,SYN-1911,,
X1912,SYN-1912,,
X1913,SYN-1913,,
X1914,SYN-1914,,
X1915,SYN-1915,,
X1916,SYN-1916,,
X1917,SYN-1917,,
X1918,SYN-1918,,
X1919,SYN-1919,,
X191A,SYN-191A,,
X191B,SYN-191B,,
X191C,SYN-191C,,
X191D,SYN-191D,,
X191E,SYN-191E,,
X191F,SYN-191F,,
X1920,SYN-1920,,
X1921,SYN-1921,,
X1922,SYN-1922,,
X1923,SYN-1923,,
X1924,SYN-1924,,
X1925,SYN-1925,,
X1926,SYN-1926,,
X1927,SYN-1927,,
X1928,SYN-1928,,
X1929,SYN-1929,,
X192A,SYN-192A,,
X192B,SYN-192B,,
X192C,SYN-192C,,
X192D,SYN-192D,,
X192E,SYN-192E,,
X192F,SYN-192F,,
X1930,SYN-1930,,
X1931,SYN-1931,,
X1932,SYN-1932,,
X1933,SYN-1933,,
X1934,SYN-1934,,
X1935,SYN-1935,,
X1936,SYN-1936,,
X1937,SYN-1937,,
X1938,SYN-1938,,
X1939,SYN-1939,,
X193A,SYN-193A,,
X193B,SYN-193B,,
X193C,SYN-193C,,
X193D,SYN-193D,,
X193E,SYN-193E,,
X193F,SYN-193F,,
X1940,SYN-1940,,
X1941,SYN-1941,,
X1942,SYN-1942,,
X1943,SYN-1943,,
X1944,SYN-1944,,
X1945,SYN-1945,,
X1946,SYN-1946,,
X1947,SYN-1947,,
X1948,SYN-1948,,
X1949,SYN-1949,,
X194A,SYN-194A,,
X194B,SYN-194B,,
X194C,SYN-194C,,
X194D,SYN-194D,,
X194E,SYN-194E,,
X194F,SYN-194F,,
X1950,SYN-1950,,
X1951,SYN-1951,,
X1952,SYN-1952,,
X1953,SYN-1953,,
X1954,SYN-1954,,
X1955,SYN-1955,,
X1956,SYN-1956,,
X1957,SYN-1957,,
X1958,SYN-1958,,
X1959,SYN-1959,,
X195A,SYN-195A,,
X195B,SYN-195B,,
X195C,SYN-195C,,
X195D,SYN-195D,,
X195E,SYN-195E,,
X195F,SYN-195F,,
X1960,SYN-1960,,
X1961,SYN-1961,,
X1962,SYN-1962,,
X1963,SYN-1963,,
X1964,SYN-1964,,
X1965,SYN-1965,,
X1966,SYN-1966,,
X1967,SYN-1967,,
X1968,SYN-1968,,
X1969,SYN-1969,,
X196A,SYN-196A,,
X196B,SYN-196B,,
X196C,SYN-196C,,
X196D,SYN-196D,,
X196E,SYN-196E,,
X196F,SYN-196F,,
X1970,SYN-1970,,
X1971,SYN-1971,,
X1972,SYN-1972,,
X1973,SYN-1973,,
X1974,SYN-1974,,
X1975,SYN-1975,,
X1976,SYN-1976,,
X1977,SYN-1977,,
X1978,SYN-1978,,
X1979,SYN-1979,,
X197A,SYN-197A,,
X197B,SYN-197B,,
X197C,SYN-197C,,
X197D,SYN-197D,,
X197E,SYN-197E,,
X197F,SYN-197F,,
X1980,SYN-1980,,
X1981,SYN-1981,,
X1982,SYN-1982,,
X1983,SYN-1983,,
X1984,SYN-1984,,
X1985,SYN-1985,,
X1986,SYN-1986,,
X1987,SYN-1987,,
X1988,SYN-1988,,
X1989,SYN-1989,,
X198A,SYN-198A,,
X198B,SYN-198B,,
X198C,SYN-198C,,
X198D,SYN-198D,,
X198E,SYN-198E,,
X198F,SYN-198F,,
X1990,SYN-1990,,
X1991,SYN-1991,,
X1992,SYN-1992,,
X1993,SYN-1993,,
X1994,SYN-1994,,
X1995,SYN-1995,,
X1996,SYN-1996,,
X1997,SYN-1997,,
X1998,SYN-1998,,
X1999,SYN-1999,,
X199A,SYN-199A,,
X199B,SYN-199B,,
X199C,SYN-199C,,
X199D,SYN-199D,,
X199E,SYN-199E,,
X199F,SYN-199F,,
X19A0,SYN-19A0,,
X19A1,SYN-19A1,,
X19A2,SYN-19A2,,
X19A3,SYN-19A3,,
X19A4,SYN-19A4,,
X19A5,SYN-19A5,,
X19A6,SYN-19A6,,
X19A7,SYN-19A7,,
X19A8,SYN-19A8,,
X19A9,SYN-19A9,,
X19AA,SYN-19AA,,
X19AB,SYN-19AB,,
X19AC,SYN-19AC,,
X19AD,SYN-19AD,,
X19AE,SYN-19AE,,
X19AF,SYN-19AF,,
X19B0,SYN-19B0,,
X19B1,SYN-19B1,,
X19B2,SYN-19B2,,
X19B3,SYN-19B3,,
X19B4,SYN-19B4,,
X19B5,SYN-19B5,,
X19B6,SYN-19B6,,
X19B7,SYN-19B7,,
X19B8,SYN-19B8,,
X19B9,SYN-19B9,,
X19BA,SYN-19BA,,
X19BB,SYN-19BB,,
X19BC,SYN-19BC,,
X19BD,SYN-19BD,,
X19BE,SYN-19BE,,
X19BF,SYN-19BF,,
X19C0,SYN-19C0,,
X19C1,SYN-19C1,,
X19C2,SYN-19C2,,
X19C3,SYN-19C3,,
X19C4,SYN-19C4,,
X19C5,SYN-19C5,,
X19C6,SYN-19C6,,
X19C7,SYN-19C7,,
X19C8,SYN-19C8,,
X19C9,SYN-19C9,,
X19CA,SYN-19CA,,
X19CB,SYN-19CB,,
X19CC,SYN-19CC,,
X19CD,SYN-19CD,,
X19CE,SYN-19CE,,
X19CF,SYN-19CF,,
X19D0,SYN-19D0,,
X19D1,SYN-19D1,,
X19D2,SYN-19D2,,
X19D3,SYN-19D3,,
X19D4,SYN-19D4,,
X19D5,SYN-19D5,,
X19D6,SYN-19D6,,
X19D7,SYN-19D7,,
X19D8,SYN-19D8,,
X19D9,SYN-19D9,,
X19DA,SYN-19DA,,
X19DB,SYN-19DB,,
X19DC,SYN-19DC,,
X19DD,SYN-19DD,,
X19DE,SYN-19DE,,
X19DF,SYN-19DF,,
X19E0,SYN-19E0,,
X19E1,SYN-19E1,,
X19E2,SYN-19E2,,
X19E3,SYN-19E3,,
X19E4,SYN-19E4,,
X19E5,SYN-19E5,,
X19E6,SYN-19E6,,
X19E7,SYN-19E7,,
X19E8,SYN-19E8,,
X19E9,SYN-19E9,,
X19EA,SYN-19EA,,
X19EB,SYN-19EB,,
X19EC,SYN-19EC,,
X19ED,SYN-19ED,,
X19EE,SYN-19EE,,
X19EF,SYN-19EF,,
X19F0,SYN-19F0,,
X19F1,SYN-19F1,,
X19F2,SYN-19F2,,
X19F3,SYN-19F3,,
X19F4,SYN-19F4,,
X19F5,SYN-19F5,,
X19F6,SYN-19F6,,
X19F7,SYN-19F7,,
X19F8,SYN-19F8,,
X19F9,SYN-19F9,,
X19FA,SYN-19FA,,
X19FB,SYN-19FB,,
X19FC,SYN-19FC,,
X19FD,SYN-19FD,,
X19FE,SYN-19FE,,
X19FF,SYN-19FF,,
X1A00,SYN-1A00,,
X1A01,SYN-1A01,,
X1A02,SYN-1A02,,
X1A03,SYN-1A03,,
X1A04,SYN-1A04,,
X1A05,SYN-1A05,,
X1A06,SYN-1A06,,
X1A07,SYN-1A07,,
X1A08,SYN-1A08,,
X1A09,SYN-1A09,,
X1A0A,SYN-1A0A,,
X1A0B,SYN-1A0B,,
X1A0C,SYN-1A0C,,
X1A0D,SYN-1A0D,,
X1A0E,SYN-1A0E,,
X1A0F,SYN-1A0F,,
X1A10,SYN-1A10,,
X1A11,SYN-1A11,,
X1A12,SYN-1A12,,
X1A13,SYN-1A13,,
X1A14,SYN-1A14,,
X1A15,SYN-1A15,,
X1A16,SYN-1A16,,
X1A17,SYN-1A17,,
X1A18,SYN-1A18,,
X1A19,SYN-1A19,,
X1A1A,SYN-1A1A,,
X1A1B,SYN-1A1B,,
X1A1C,SYN-1A1C,,
X1A1D,SYN-1A1D,,
X1A1E,SYN-1A1E,,
X1A1F,SYN-1A1F,,
X1A20,SYN-1A20,,
X1A21,SYN-1A21,,
X1A22,SYN-1A22,,
X1A23,SYN-1A23,,
X1A24,SYN-1A24,,
X1A25,SYN-1A25,,
X1A26,SYN-1A26,,
X1A27,SYN-1A27,,
X1A28,SYN-1A28,,
X1A29,SYN-1A29,,
X1A2A,SYN-1A2A,,
X1A2B,SYN-1A2B,,
X1A2C,SYN-1A2C,,
X1A2D,SYN-1A2D,,
X1A2E,SYN-1A2E,,
X1A2F,SYN-1A2F,,
X1A30,SYN-1A30,,
X1A31,SYN-1A31,,
X1A32,SYN-1A32,,
X1A33,SYN-1A33,,
X1A34,SYN-1A34,,
X1A35,SYN-1A35,,
X1A36,SYN-1A36,,
X1A37,SYN-1A37,,
X1A38,SYN-1A38,,
X1A39,SYN-1A39,,
X1A3A,SYN-1A3A,,
X1A3B,SYN-1A3B,,
X1A3C,SYN-1A3C,,
X1A3D,SYN-1A3D,,
X1A3E,SYN-1A3E,,
X1A3F,SYN-1A3F,,
X1A40,SYN-1A40,,
X1A41,SYN-1A41,,
X1A42,SYN-1A42,,
X1A43,SYN-1A43,,
X1A44,SYN-1A44,,
X1A45,SYN-1A45,,
X1A46,SYN-1A46,,
X1A47,SYN-1A47,,
X1A48,SYN-1A48,,
X1A49,SYN-1A49,,
X1A4A,SYN-1A4A,,
X1A4B,SYN-1A4B,,
X1A4C,SYN-1A4C,,
X1A4D,SYN-1A4D,,
X1A4E,SYN-1A4E,,
X1A4F,SYN-1A4F,,
X1A50,SYN-1A50,,
X1A51,SYN-1A51,,
X1A52,SYN-1A52,,
X1A53,SYN-1A53,,
X1A54,SYN-1A54,,
X1A55,SYN-1A55,,
X1A56,SYN-1A56,,
X1A57,SYN-1A57,,
X1A58,SYN-1A58,,
X1A59,SYN-1A59,,
X1A5A,SYN-1A5A,,
X1A5B,SYN-1A5B,,
X1A5C,SYN-1A5C,,
X1A5D,SYN-1A5D,,
X1A5E,SYN-1A5E,,
X1A5F,SYN-1A5F,,
X1A60,SYN-1A60,,
X1A61,SYN-1A61,,
X1A62,SYN-1A62,,
X1A63,SYN-1A63,,
X1A64,SYN-1A64,,
X1A65,SYN-1A65,,
X1A66,SYN-1A66,,
X1A67,SYN-1A67,,
X1A68,SYN-1A68,,
X1A69,SYN-1A69,,
X1A6A,SYN-1A6A,,
X1A6B,SYN-1A6B,,
X1A6C,SYN-1A6C,,
X1A6D,SYN-1A6D,,
X1A6E,SYN-1A6E,,
X1A6F,SYN-1A6F,,
X1A70,SYN-1A70,,
X1A71,SYN-1A71,,
X1A72,SYN-1A72,,
X1A73,SYN-1A73,,
X1A74,SYN-1A74,,
X1A75,SYN-1A75,,
X1A76,SYN-1A76,,
X1A77,SYN-1A77,,
X1A78,SYN-1A78,,
X1A79,SYN-1A79,,
X1A7A,SYN-1A7A,,
X1A7B,SYN-1A7B,,
X1A7C,SYN-1A7C,,
X1A7D,SYN-1A7D,,
X1A7E,SYN-1A7E,,
X1A7F,SYN-1A7F,,
X1A80,SYN-1A80,,
X1A81,SYN-1A81,,
X1A82,SYN-1A82,,
X1A83,SYN-1A83,,
X1A84,SYN-1A84,,
X1A85,SYN-1A85,,
X1A86,SYN-1A86,,
X1A87,SYN-1A87,,
X1A88,SYN-1A88,,
X1A89,SYN-1A89,,
X1A8A,SYN-1A8A,,
X1A8B,SYN-1A8B,,
X1A8C,SYN-1A8C,,
X1A8D,SYN-1A8D,,
X1A8E,SYN-1A8E,,
X1A8F,SYN-1A8F,,
X1A90,SYN-1A90,,
X1A91,SYN-1A91,,
X1A92,SYN-1A92,,
X1A93,SYN-1A93,,
